,kleppesto,laksevag,bryggen,sandviken,hegreneset
kleppesto,0.0,4.947848040501887,10.71749132328372,8.652439732523844,9.707505205662075
laksevag,4.947848040501887,0.0,6.953915869133201,8.09251854249476,8.455066060969994
bryggen,10.71749132328372,6.953915869133201,0.0,6.2681668252919645,5.314063529324285
sandviken,8.652439732523844,8.09251854249476,6.2681668252919645,0.0,1.4428928373945615
hegreneset,9.707505205662075,8.455066060969994,5.314063529324285,1.4428928373945615,0.0
