,kleppesto,laksevag,bryggen,sandviken,hegreneset
kleppesto,0.0,5.331900217157437,11.502194819676301,9.562427354077677,10.16546766167698
laksevag,5.331900217157426,0.0,8.61150194232506,8.610586771546286,8.268564306942169
bryggen,11.502194819676484,8.611501942325056,0.0,6.828871972711653,5.670216909377912
sandviken,9.562427354077712,8.610586771546286,6.828871972711657,0.0,2.3279342522899813
hegreneset,10.165467661676894,8.268564306942157,5.670216909377915,2.32793425228998,0.0
