minuto,incomodidad,movimiento,entrega,total
362.0,0.0,0.0,0.0,0.0
364.0,0.0,0.0,0.0,0.0
366.0,0.0,0.0,0.0,0.0
368.0,0.0,0.0,0.0,0.0
370.0,0.0,0.0,0.0,0.0
372.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
374.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
376.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
378.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
380.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
382.0,0.011830864197531155,0.0,0.0,-0.011830864197531155
384.0,0.1622012345679023,0.30000000000000004,0.0,-0.46220123456790235
386.0,0.485411111111113,0.30000000000000004,0.0,-0.7854111111111131
388.0,0.9814604938271632,0.30000000000000004,0.0,-1.2814604938271632
390.0,1.6503493827160527,0.30000000000000004,0.0,-1.9503493827160527
392.0,2.529829938271611,0.1,0.0,-2.629829938271611
394.0,0.3554824074074141,0.2,0.0,-0.5554824074074141
396.0,1.0881984567901362,0.30000000000000004,0.0,-1.3881984567901362
398.0,2.290050308641993,0.30000000000000004,0.0,-2.5900503086419935
400.0,3.961037962962986,0.2,0.0,-4.161037962962986
402.0,1.272668518518525,0.2,0.0,-1.4726685185185249
404.0,1.9608166666666744,0.2,0.0,-2.1608166666666744
406.0,2.7971129629629723,0.30000000000000004,0.0,-3.0971129629629726
408.0,3.781557407407418,0.30000000000000004,0.0,-4.081557407407418
410.0,4.914650000000011,0.1,0.0,-5.01465000000001
412.0,0.0,0.1,0.0,-0.1
414.0,0.025688888888887977,0.30000000000000004,0.0,-0.32568888888888803
416.0,0.2251950617283924,0.30000000000000004,0.0,-0.5251950617283925
418.0,0.6646049382716007,0.2,0.0,-0.8646049382716008
420.0,1.487320987654316,0.30000000000000004,0.0,-1.7873209876543161
422.0,0.0,0.2,0.0,-0.2
424.0,0.0,0.1,0.0,-0.1
426.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
428.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
430.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
432.0,0.07694753086419613,0.30000000000000004,0.0,-0.3769475308641962
434.0,0.5433129629629584,0.1,0.0,-0.6433129629629584
436.0,0.6139382716049325,0.2,0.0,-0.8139382716049326
438.0,1.2893567901234488,0.30000000000000004,0.0,-1.5893567901234489
440.0,2.3458999999999928,0.30000000000000004,0.0,-2.645899999999993
442.0,0.5855256172839582,0.2,0.0,-0.7855256172839582
444.0,1.6666391975308767,0.30000000000000004,0.0,-1.9666391975308768
446.0,2.5020777777777905,0.1,0.0,-2.6020777777777906
448.0,4.470719753086434,0.30000000000000004,0.0,-4.770719753086434
450.0,7.206097222222247,0.30000000000000004,0.0,-7.506097222222246
452.0,10.998072530864228,0.30000000000000004,0.0,-11.298072530864228
454.0,15.901158950617305,0.2,0.0,-16.101158950617304
456.0,8.352118827160483,0.1,0.0,-8.452118827160483
458.0,12.42825586419753,0.30000000000000004,0.0,-12.72825586419753
460.0,17.62507530864197,0.30000000000000004,0.0,-17.925075308641972
462.0,13.863151543209868,0.2,0.0,-14.063151543209868
464.0,20.94944783950617,0.30000000000000004,0.0,-21.24944783950617
466.0,20.604766666666656,0.1,0.0,-20.704766666666657
468.0,18.81629598765431,0.2,0.0,-19.01629598765431
470.0,23.640616975308625,0.30000000000000004,0.0,-23.940616975308625
472.0,29.25645030864197,0.30000000000000004,0.0,-29.55645030864197
474.0,33.94268796296296,0.2,0.0,-34.14268796296296
476.0,21.572453703703705,0.2,0.0,-21.772453703703704
478.0,22.399614197530862,0.2,0.0,-22.59961419753086
480.0,23.608411728395062,0.30000000000000004,0.0,-23.908411728395063
482.0,13.670973456790128,0.2,0.0,-13.870973456790127
484.0,15.191714197530867,0.30000000000000004,0.0,-15.491714197530868
486.0,17.107516666666665,0.30000000000000004,0.0,-17.407516666666666
488.0,19.48483271604939,0.1,0.0,-19.58483271604939
490.0,22.538412962962955,0.30000000000000004,0.0,-22.838412962962956
