minuto,incomodidad,movimiento,entrega,total
1090.0,2.117197839506179,0.30000000000000004,0.0,-2.417197839506179
1092.0,4.387784259259277,0.2,0.0,-4.587784259259277
1094.0,0.36750000000002125,0.1,0.0,-0.46750000000002123
1096.0,0.9823148148148496,0.1,0.0,-1.0823148148148496
1098.0,1.893425925925974,0.1,0.0,-1.9934259259259741
1100.0,3.100833333333395,0.1,0.0,-3.200833333333395
1102.0,0.0,0.0,0.0,0.0
1104.0,0.0,0.0,0.0,0.0
1106.0,0.0,0.0,0.0,0.0
1108.0,0.0,0.0,0.0,0.0
1110.0,0.0,0.0,0.0,0.0
1112.0,0.0,0.0,0.0,0.0
1114.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1116.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1118.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1120.0,0.0,0.2,0.0,-0.2
1122.0,0.0,0.2,0.0,-0.2
1124.0,0.06250000000000001,0.1,0.0,-0.16250000000000003
1126.0,0.3402777777777778,0.1,0.0,-0.44027777777777777
1128.0,0.0,0.0,0.0,0.0
1130.0,0.0,0.0,0.0,0.0
1132.0,0.0,0.2,0.0,-0.2
1134.0,0.0,0.2,0.0,-0.2
1136.0,0.0,0.2,0.0,-0.2
1138.0,0.0,0.1,0.0,-0.1
1140.0,0.0,0.1,0.0,-0.1
1142.0,0.0,0.0,0.0,0.0
1144.0,0.0,0.0,0.0,0.0
1146.0,0.0,0.0,0.0,0.0
1148.0,0.0,0.0,0.0,0.0
1150.0,0.0,0.0,0.0,0.0
1152.0,0.0,0.0,0.0,0.0
1154.0,0.0,0.0,0.0,0.0
1156.0,0.0,0.0,0.0,0.0
1158.0,0.0,0.0,0.0,0.0
1160.0,0.0,0.0,0.0,0.0
1162.0,0.0,0.0,0.0,0.0
1164.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1166.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1168.0,0.0,0.2,0.0,-0.2
1170.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1172.0,0.0,0.1,0.0,-0.1
1174.0,0.0,0.2,0.0,-0.2
1176.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1178.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1180.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1182.0,0.0,0.1,0.0,-0.1
1184.0,0.00011111111111090902,0.2,0.0,-0.2001111111111109
1186.0,0.13097530864196835,0.1,0.0,-0.23097530864196836
1188.0,0.5087530864197394,0.1,0.0,-0.6087530864197394
1190.0,1.1334444444444238,0.1,0.0,-1.233444444444424
1192.0,2.005049382716022,0.1,0.0,-2.105049382716022
1194.0,0.0,0.0,0.0,0.0
1196.0,0.0,0.0,0.0,0.0
1198.0,0.0,0.0,0.0,0.0
1200.0,0.0,0.0,0.0,0.0
1202.0,0.0,0.0,0.0,0.0
1204.0,0.0,0.0,0.0,0.0
1206.0,0.0,0.0,0.0,0.0
1208.0,0.0,0.0,0.0,0.0
1210.0,0.0,0.0,0.0,0.0
1212.0,0.0,0.0,0.0,0.0
1214.0,0.0,0.0,0.0,0.0
1216.0,0.0,0.0,0.0,0.0
1218.0,0.0,0.0,0.0,0.0
1220.0,0.0,0.0,0.0,0.0
1222.0,0.0,0.0,0.0,0.0
1224.0,0.0,0.0,0.0,0.0
1226.0,0.0,0.0,0.0,0.0
1228.0,0.0,0.0,0.0,0.0
1230.0,0.0,0.0,0.0,0.0
1232.0,0.0,0.0,0.0,0.0
1234.0,0.0,0.0,0.0,0.0
1236.0,0.0,0.0,0.0,0.0
1238.0,0.0,0.0,0.0,0.0
1240.0,0.0,0.0,0.0,0.0
1242.0,0.0,0.0,0.0,0.0
1244.0,0.0,0.0,0.0,0.0
1246.0,0.0,0.0,0.0,0.0
1248.0,0.0,0.2,0.0,-0.2
1250.0,0.0,0.2,0.0,-0.2
1252.0,0.0,0.2,0.0,-0.2
1254.0,0.0,0.2,0.0,-0.2
1256.0,0.0,0.2,0.0,-0.2
1258.0,0.0,0.0,0.0,0.0
1260.0,0.0,0.0,0.0,0.0
1262.0,0.0,0.0,0.0,0.0
1264.0,0.0,0.0,0.0,0.0
1266.0,0.0,0.0,0.0,0.0
1268.0,0.0,0.0,0.0,0.0
1270.0,0.0,0.0,0.0,0.0
1272.0,0.0,0.0,0.0,0.0
1274.0,0.0,0.0,0.0,0.0
1276.0,0.0,0.0,0.0,0.0
1278.0,0.0,0.0,0.0,0.0
1280.0,0.0,0.0,0.0,0.0
1282.0,0.0,0.0,0.0,0.0
1284.0,0.0,0.0,0.0,0.0
1286.0,0.0,0.0,0.0,0.0
1288.0,0.0,0.0,0.0,0.0
1290.0,0.0,0.0,0.0,0.0
1292.0,0.0,0.0,0.0,0.0
1294.0,0.0,0.0,0.0,0.0
1296.0,0.0,0.0,0.0,0.0
1298.0,0.0,0.0,0.0,0.0
1300.0,0.0,0.0,0.0,0.0
1302.0,0.0,0.0,0.0,0.0
1304.0,0.0,0.0,0.0,0.0
1306.0,0.0,0.0,0.0,0.0
1308.0,0.0,0.0,0.0,0.0
1310.0,0.0,0.0,0.0,0.0
1312.0,0.0,0.0,0.0,0.0
1314.0,0.0,0.0,0.0,0.0
1316.0,0.0,0.0,0.0,0.0
1318.0,0.0,0.0,0.0,0.0
1320.0,0.0,0.0,0.0,0.0
1322.0,0.0,0.0,0.0,0.0
1324.0,0.0,0.0,0.0,0.0
1326.0,0.0,0.0,0.0,0.0
1328.0,0.0,0.0,0.0,0.0
1330.0,0.0,0.0,0.0,0.0
1332.0,0.0,0.0,0.0,0.0
1334.0,0.0,0.0,0.0,0.0
1336.0,0.0,0.0,0.0,0.0
1338.0,0.0,0.0,0.0,0.0
1340.0,0.0,0.0,0.0,0.0
1342.0,0.0,0.0,0.0,0.0
1344.0,0.0,0.0,0.0,0.0
1346.0,0.0,0.0,0.0,0.0
1348.0,0.0,0.0,0.0,0.0
1350.0,0.0,0.0,0.0,0.0
1352.0,0.0,0.0,0.0,0.0
1354.0,0.0,0.0,0.0,0.0
1356.0,0.0,0.0,0.0,0.0
1358.0,0.0,0.0,0.0,0.0
1360.0,0.0,0.0,0.0,0.0
1362.0,0.0,0.0,0.0,0.0
1364.0,0.0,0.0,0.0,0.0
1366.0,0.0,0.0,0.0,0.0
1368.0,0.0,0.0,0.0,0.0
1370.0,0.0,0.0,0.0,0.0
1372.0,0.0,0.0,0.0,0.0
1374.0,0.0,0.0,0.0,0.0
1376.0,0.0,0.0,0.0,0.0
1378.0,0.0,0.0,0.0,0.0
1380.0,0.0,0.0,0.0,0.0
1382.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1384.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1386.0,0.0,0.2,0.0,-0.2
1388.0,0.0,0.30000000000000004,0.0,-0.30000000000000004
1390.0,0.0,0.1,0.0,-0.1
1392.0,0.08051728395061351,0.2,0.0,-0.28051728395061354
1394.0,0.4254555555555468,0.2,0.0,-0.6254555555555468
1396.0,0.0,0.1,0.0,-0.1
