unidades_atendidas,unidades_perdidas,unidades_totales,pct_atendidas,pct_perdidas,espera_media_min,espera_maxima_min,movimientos_totales,ocupacion_media_pct
169,33,202,83.66336633663366,16.336633663366335,11.584752475247525,22.480000000000018,30,25.861111111111107
